Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/gacha/goods/v2/list,24431,0,130.0,273.1284018869461,81.76330000060261,60409.94349999983,66817.0,40.49937605963983,0.0,130,140,150,160,190,220,320,450,46000,59000,60000
,Aggregated,24431,0,130.0,273.1284018869461,81.76330000060261,60409.94349999983,66817.0,40.49937605963983,0.0,130,140,150,160,190,220,320,450,46000,59000,60000
